id;domain;priority;method;control;scenario;evidence;acceptance;initial_state;source;required_run;result;owner;executed_at;evidence_path;notes;bug_or_commit
CAM-015;8. Projeção e câmera;P0;VIS;Continuidade em bordas do palco;Bola e atletas próximos aos quatro limites.;vídeos de borda;"Nada é cortado antes de sair logicamente; nomes não vazam para fora.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-015/;;
CAM-016;8. Projeção e câmera;P0;VIS;Enquadramento da partida inteira;Jogo corrido em todos os terços.;partida gravada;Bola e zona relevante permanecem visíveis sem esconder o HUD.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-016/;;
CAM-017;8. Projeção e câmera;P1;VIS;Transição suave entre terços;Ataque vai de uma área à outra.;curva de câmera;Sem salto brusco, atraso excessivo ou enjoo.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-017/;;
CAM-018;8. Projeção e câmera;P1;VIS;Antecipação moderada da bola;Lançamento longo.;vídeo;Câmera acompanha destino sem abandonar origem antes do contato.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-018/;;
CAM-019;8. Projeção e câmera;P0;VIS;Reação a contra-ataque;Mudança rápida de direção.;vídeo;Acelera de modo controlado e mantém portador visível.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-019/;;
CAM-020;8. Projeção e câmera;P1;VIS;Reação a rebote inesperado;Bola muda de direção.;vídeo;Corrige enquadramento sem teleporte de câmera.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-020/;;
CAM-021;8. Projeção e câmera;P0;VIS;Enquadramento de cruzamento;Bola vai da lateral à área.;vídeo;Inclui cobrador, trajetória e zona de disputa.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-021/;;
CAM-022;8. Projeção e câmera;P0;VIS;Enquadramento de chute longo;Finalização de fora.;vídeo;Mostra contato e destino do chute.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-022/;;
CAM-023;8. Projeção e câmera;P0;VIS;Enquadramento de 1x1;Atacante entra na área.;vídeo;Atacante, goleiro e gol permanecem legíveis.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-023/;;
CAM-024;8. Projeção e câmera;P1;VIS;Enquadramento pós-gol;Bola cruza linha e placar atualiza.;vídeo;Mantém gol visível e transita para celebração/saída sem corte incoerente.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-024/;;
CAM-025;8. Projeção e câmera;P1;VIS;Enquadramento de impedimento;Jogada é interrompida.;vídeo;Mostra contexto da linha sem congelar ou reposicionar abruptamente.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-025/;;
CAM-026;8. Projeção e câmera;P0;VIS+PERF;Câmera em velocidade turbo;Executar 3.6x.;vídeo + frame time;"Sem tremor frenético; suavização adapta-se ao multiplicador.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-026/;;
CAM-027;8. Projeção e câmera;P1;DIR;Câmera após pausa;Pausar durante movimento.;vídeo;Congela e retoma sem interpolação acumulada.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-027/;;
CAM-028;8. Projeção e câmera;P0;DIR;Câmera após troca de aba;Ocultar e voltar.;vídeo;Não salta para posição incorreta.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-028/;;
CAM-029;8. Projeção e câmera;P0;VIS;Câmera em gol distante;Ataque no terço mais distante.;vídeo;Gol, bola e atletas mantêm tamanho mínimo legível.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-029/;;
CAM-030;8. Projeção e câmera;P1;AUTO+VIS;Simetria entre lados;Repetir cenário espelhado.;comparação espelhada;Comportamento visual equivalente nos dois sentidos.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-030/;;
CAM-031;8. Projeção e câmera;P0;VIS;Falta direta usa câmera 2.5D;Cobrança frontal.;vídeo;Sem perspectiva legada ou mudança abrupta de escala.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-031/;;
CAM-032;8. Projeção e câmera;P0;VIS;Falta lateral usa câmera 2.5D;Cobrança para a área.;vídeo;Cobrador, barreira e área aparecem no mesmo palco.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-032/;;
CAM-033;8. Projeção e câmera;P0;VIS;Pênalti usa câmera 2.5D;Cobrança em tempo normal.;vídeo;"Batedor, goleiro e gol legíveis; identidade visual preservada.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-033/;;
CAM-034;8. Projeção e câmera;P0;VIS;Disputa por pênaltis usa câmera 2.5D;Série completa.;vídeo;Transições entre cobradores sem voltar à perspectiva antiga.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-034/;;
CAM-035;8. Projeção e câmera;P1;VIS;Escanteio próximo;Cobrança no lado da câmera.;vídeo;Quadrante, área e goleiro no enquadramento.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-035/;;
CAM-036;8. Projeção e câmera;P0;VIS;Escanteio distante;Cobrança no lado oposto.;vídeo;Trajetória não invade arquibancada e disputa permanece legível.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-036/;;
CAM-037;8. Projeção e câmera;P1;VIS;Lateral próximo;Cobrança na lateral inferior.;vídeo;"Cobrador e receptor visíveis; nomes não saem da tela.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-037/;;
CAM-038;8. Projeção e câmera;P1;VIS;Lateral distante;Cobrança na lateral superior.;vídeo;"Arco e receptor legíveis; escala correta.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-038/;;
CAM-039;8. Projeção e câmera;P1;VIS;Tiro de meta;Saída curta e longa.;vídeo;Goleiro e opções iniciais visíveis.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-039/;;
CAM-040;8. Projeção e câmera;P1;VIS;Saída após gol;Reinício central.;vídeo;Transição de câmera estável e sem corte legado.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-040/;;
CAM-041;8. Projeção e câmera;P0;AUTO+VIS;Nomes sem colisão horizontal;Dois atletas próximos.;mapa de caixas de texto;Algoritmo evita sobreposição crítica ou reduz labels por prioridade.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-041/;;
CAM-042;8. Projeção e câmera;P0;AUTO+VIS;Nomes sem colisão vertical;Atletas alinhados em profundidade.;mapa de caixas;"Labels não cobrem bola nem placar; deslocamento é estável.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-042/;;
CAM-043;8. Projeção e câmera;P1;VIS;Prioridade do portador;Aglomerado com bola.;captura;Nome do portador permanece identificável e os demais podem ser suprimidos.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-043/;;
CAM-044;8. Projeção e câmera;P2;VIS;Número legível no fundo;Atleta distante.;captura 100%;Número ainda reconhecível sem escala fixa excessiva.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-044/;;
CAM-045;8. Projeção e câmera;P0;VIS;VFX não oculta a bola;Desarme, chute e defesa.;vídeo;Bola permanece visível durante a ação crítica.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-045/;;
CAM-046;8. Projeção e câmera;P0;VIS;Placar não cobre o campo;Diferentes proporções de tela.;capturas;HUD respeita área segura e não invade zona ativa.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-046/;;
CAM-047;8. Projeção e câmera;P1;VIS;Painéis laterais não deformam palco;Abrir estatísticas/eventos.;antes/depois;Campo redimensiona ou sobrepõe de modo definido sem distorção.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-047/;;
CAM-048;8. Projeção e câmera;P2;VIS;Tooltips respeitam profundidade;Abrir informação de atleta próximo à borda.;captura;Tooltip fica dentro da viewport e não acompanha escala do atleta.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-048/;;
CAM-049;8. Projeção e câmera;P1;VIS;Indicador de seleção;Selecionar atleta em diferentes profundidades.;galeria;Indicador acompanha posição e escala sem esconder pés/bola.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-049/;;
CAM-050;8. Projeção e câmera;P1;DIR;Debug visual removível;Ativar/desativar sobreposições de auditoria.;capturas on/off;Debug não altera layout/lógica e fica ausente no modo de release.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/8_Proje_o_e_c_mera/CAM-050/;;
ATL-001;9. Atletas;P1;VIS;Pose ociosa;Atleta parado aguardando reinício.;galeria determinística;"Postura estável e orientada; não desliza sem passada.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-001/;;
ATL-002;9. Atletas;P1;VIS;Caminhada;Reorganização em baixa velocidade.;clipe em 1.0x;Passos acompanham deslocamento e não patinam.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-002/;;
ATL-003;9. Atletas;P0;VIS;Corrida moderada;Progressão sem sprint.;clipe;Cadência de passada proporcional à velocidade.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-003/;;
ATL-004;9. Atletas;P0;VIS;Sprint;Transição rápida.;clipe;Pose e passada distinguem sprint de corrida comum.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-004/;;
ATL-005;9. Atletas;P1;VIS;Aceleração;Atleta parte do repouso.;clipe em 0,5x;Corpo inclina e velocidade cresce gradualmente.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-005/;;
ATL-006;9. Atletas;P1;VIS;Desaceleração;Atleta reduz antes de receber.;clipe;"Passos/lean mostram frenagem; não para instantaneamente.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-006/;;
ATL-007;9. Atletas;P0;VIS;Mudança de direção;Corte de 90° e 180°.;clipe;Rotação precede novo vetor e não espelha de modo abrupto.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-007/;;
ATL-008;9. Atletas;P1;VIS;Corrida para trás/lateral;Defensor ajusta posição.;clipe;Movimento defensivo tem orientação adequada, sem correr de costas para a bola sempre.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-008/;;
ATL-009;9. Atletas;P1;VIS;Recomposição;Atacante retorna após perda.;clipe longo;"Pose e velocidade variam com urgência; sem deslize contínuo.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-009/;;
ATL-010;9. Atletas;P0;VIS;Aproximação da bola;Atleta chega para dominar.;clipe;Reduz passada e alinha pé ao ponto de contato.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-010/;;
ATL-011;9. Atletas;P0;VIS;Proteção de bola;Portador sob pressão lateral.;clipe;Corpo se coloca entre bola e defensor.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-011/;;
ATL-012;9. Atletas;P1;VIS;Queda após contato;Falta ou choque forte.;clipe;Queda parte do contato e termina sem teleporte de volta.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-012/;;
ATL-013;9. Atletas;P2;VIS;Levantada após queda;Jogo segue ou reinicia.;clipe;Atleta retorna de forma contínua e em tempo plausível.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-013/;;
ATL-014;9. Atletas;P2;VIS;Comemoração curta;Gol válido.;vídeo;Não bloqueia reinício e mantém escala/profundidade.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-014/;;
ATL-015;9. Atletas;P2;VIS;Frustração após chance;Chute perdido importante.;vídeo;Reação breve, sem impedir recomposição.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-015/;;
ATL-016;9. Atletas;P0;VIS;Passe com perna visível;Passe curto frontal.;frame do contato;Perna/pé executa movimento no instante da saída.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-016/;;
ATL-017;9. Atletas;P1;VIS;Passe de lado;Passe lateral sob pressão.;clipe;Corpo gira e pé corresponde ao lado do passe.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-017/;;
ATL-018;9. Atletas;P0;VIS;Passe de primeira;Desvio rápido.;clipe;Animação curta sincronizada ao contato.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-018/;;
ATL-019;9. Atletas;P1;VIS;Lançamento longo;Bola aérea.;clipe;Amplitude de perna e inclinação diferem do passe curto.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-019/;;
ATL-020;9. Atletas;P0;VIS;Chute forte;Finalização de média distância.;clipe;Preparação, balanço de perna e contato visíveis.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-020/;;
ATL-021;9. Atletas;P1;VIS;Chute colocado;Finalização de precisão.;clipe;Pose distinta do chute forte e alinhada ao alvo.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-021/;;
ATL-022;9. Atletas;P0;VIS;Cabeceio;Disputa aérea.;clipe;Salto e cabeça encontram a bola no mesmo frame.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-022/;;
ATL-023;9. Atletas;P0;VIS;Carrinho;Desarme no chão.;clipe;"Corpo percorre distância física; bola muda no contato.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-023/;;
ATL-024;9. Atletas;P0;VIS;Bote em pé;Defensor alcança a bola.;clipe;Perna de desarme aparece e não atravessa o atacante.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-024/;;
ATL-025;9. Atletas;P0;VIS;Bloqueio de chute;Defensor se coloca na trajetória.;clipe;Pose de bloqueio coincide com ponto do desvio.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-025/;;
ATL-026;9. Atletas;P1;VIS;Salto defensivo;Zagueiro disputa cruzamento.;clipe;Elevação e tempo de salto coerentes com altura da bola.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-026/;;
ATL-027;9. Atletas;P0;VIS;Cobrança de lateral;Cobrador lança com braços.;clipe;Pose distingue lateral de passe e bola nasce na posição correta.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-027/;;
ATL-028;9. Atletas;P0;VIS;Cobrança de falta;Batedor executa chute.;clipe;Pose e contato permanecem no palco 2.5D.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-028/;;
ATL-029;9. Atletas;P0;VIS;Cobrança de pênalti;Batedor corre e chuta.;clipe;"Passos e contato sincronizados; sem perspectiva legada.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-029/;;
ATL-030;9. Atletas;P0;VIS;Ações específicas do goleiro;Defesa, mergulho, soco e distribuição.;galeria;Conjunto próprio, sem reutilizar pose genérica inadequada.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-030/;;
ATL-031;9. Atletas;P0;AUTO+VIS;Orientação para a bola;Atleta sem posse em diferentes fases.;ângulo corpo-bola;Mantém orientação plausível sem girar instantaneamente a cada tick.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-031/;;
ATL-032;9. Atletas;P1;AUTO+VIS;Orientação para alvo de movimento;Corrida sem bola.;ângulo corpo-vetor;Corpo acompanha vetor com suavização.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-032/;;
ATL-033;9. Atletas;P1;VIS;Orientação do receptor;Passe chega de lado ou por trás.;clipe;Receptor ajusta corpo antes do domínio quando há tempo.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-033/;;
ATL-034;9. Atletas;P1;VIS;Pé de contato coerente;Passe e chute para ambos os lados.;galeria;"Contato ocorre no lado do corpo compatível; sem bola saindo do pé oposto distante.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-034/;;
ATL-035;9. Atletas;P1;VIS;Espelhamento correto;Mesma ação nos dois sentidos do campo.;comparação espelhada;Animação espelha sem inverter profundidade ou texto.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-035/;;
ATL-036;9. Atletas;P0;VIS;Colisão visual atleta-atleta;Disputa ombro a ombro.;clipe;"Corpos não atravessam profundamente; separação ocorre suavemente.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-036/;;
ATL-037;9. Atletas;P0;VIS;Colisão visual atleta-bola;Domínio, chute e desarme.;clipes em 0,5x;Ponto de contato coincide com a mudança de trajetória.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-037/;;
ATL-038;9. Atletas;P2;VIS;Lean 2D em curva;Atleta muda direção em velocidade.;clipe;Inclinação ajuda a leitura sem deformar o avatar.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-038/;;
ATL-039;9. Atletas;P2;VIS;Sombra no mergulho;Goleiro ou atleta no chão.;captura;Sombra acompanha corpo projetado, não permanece em pé.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-039/;;
ATL-040;9. Atletas;P1;AUTO+VIS;Sem jitter de rotação;Atleta alterna pequenos ajustes.;variação angular por frame;Sem oscilação de esquerda/direita superior ao limite definido.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-040/;;
ATL-041;9. Atletas;P0;AUTO+VIS;Nome associado ao atleta correto;Atletas cruzam posições.;ID visual x lógico;Label acompanha o mesmo ID sem troca.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-041/;;
ATL-042;9. Atletas;P1;AUTO;Número associado ao atleta correto;Substituições e trocas de posição.;ID/número;Número não muda nem duplica indevidamente.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-042/;;
ATL-043;9. Atletas;P0;PAINEL HUMANO;Cores distinguem equipes;Uniformes semelhantes e campo distante.;avaliação de reconhecimento;Observadores distinguem equipes em pelo menos 95% dos frames críticos.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-043/;;
ATL-044;9. Atletas;P1;VIS;Goleiro distinguível;Goleiro entre jogadores na área.;capturas;Cor/forma permite identificação imediata.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-044/;;
ATL-045;9. Atletas;P1;VIS;Avatar não invade UI;Atleta próximo a bordas e painéis.;capturas;Corpo e labels são cortados/contidos de forma previsível sem sobrepor controles.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/9_Atletas/ATL-045/;;
VFX-001;10. Trajetórias e VFX;P0;AUTO+VIS;Arco de lançamento longo;Passe acima de 30 m.;curva altura-tempo;"Altura sobe e desce suavemente; pico entre origem e destino.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-001/;;
VFX-002;10. Trajetórias e VFX;P0;AUTO+VIS;Arco de cruzamento;Cruzamento aberto e fechado.;curvas comparadas;Perfis distintos e coerentes com tipo de cobrança.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-002/;;
VFX-003;10. Trajetórias e VFX;P0;AUTO+VIS;Arco de chute alto;Finalização alta.;altura-tempo;Sem progressão linear ou mudança abrupta.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-003/;;
VFX-004;10. Trajetórias e VFX;P1;AUTO+VIS;Curva lateral de chute;Chute colocado.;x/y por frame;Curvatura contínua e compatível com velocidade.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-004/;;
VFX-005;10. Trajetórias e VFX;P0;AUTO;Trajetória de passe rasteiro;Passe curto e médio.;velocidade-tempo;Mantém altura baixa e desaceleração progressiva.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-005/;;
VFX-006;10. Trajetórias e VFX;P1;DIR;Trajetória de passe picado;Passe sobre defensor.;altura e destino;Sobe o suficiente para superar obstáculo e cai antes do receptor.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-006/;;
VFX-007;10. Trajetórias e VFX;P1;DIR;Trajetória de cabeceio;Cabeceio ofensivo e defensivo.;vetor pós-contato;"Origem na cabeça; velocidade menor que chute forte.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-007/;;
VFX-008;10. Trajetórias e VFX;P1;DIR;Trajetória de soco do goleiro;Cruzamento alto.;vetor pós-contato;Sai das mãos e evita centro da área quando possível.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-008/;;
VFX-009;10. Trajetórias e VFX;P0;DIR;Trajetória de espalmada;Chute no canto.;vetor pós-defesa;Desvio coerente com mão e direção do chute.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-009/;;
VFX-010;10. Trajetórias e VFX;P0;DIR;Trajetória após bloqueio;Chute toca defensor.;vetor antes/depois;Ângulo muda no contato, sem snap para alvo predefinido.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-010/;;
VFX-011;10. Trajetórias e VFX;P0;DIR;Trajetória após carrinho;Desarme em movimento.;ponto de contato;Bola espirra conforme vetor relativo.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-011/;;
VFX-012;10. Trajetórias e VFX;P0;AUTO;Trajetória após quique;Bola aérea no gramado.;sequência de picos;Cada quique perde altura/energia.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-012/;;
VFX-013;10. Trajetórias e VFX;P0;DIR;Trajetória no poste;Impacto lateral.;normal de colisão;Reflexão usa superfície do poste.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-013/;;
VFX-014;10. Trajetórias e VFX;P0;DIR;Trajetória no travessão;Impacto alto.;normal de colisão;Reflexão respeita profundidade e gravidade.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-014/;;
VFX-015;10. Trajetórias e VFX;P1;VIS;Trajetória na rede;Gol em várias zonas.;vídeo;Bola desacelera/para na região da rede sem atravessar cenário.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-015/;;
VFX-016;10. Trajetórias e VFX;P0;AUTO+VIS;Trajetória do lateral;Cobrança curta e longa.;arco e origem;Origem/altura coerentes com arremesso.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-016/;;
VFX-017;10. Trajetórias e VFX;P1;AUTO+VIS;Trajetória da reposição do goleiro;Lançamento com mãos e pés.;curvas comparadas;Perfis são distintos e fisicamente plausíveis.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-017/;;
VFX-018;10. Trajetórias e VFX;P0;AUTO;Trajetória de bola livre;Após disputa sem posse.;velocidade e atrito;"Continua até perder energia ou novo contato; não busca automaticamente um pé.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-018/;;
VFX-019;10. Trajetórias e VFX;P0;AUTO+VIS;Continuidade entre segmentos;Troca de estado voo→quique→domínio.;posição no frame de transição;Sem descontinuidade espacial acima de 0,05 unidade.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-019/;;
VFX-020;10. Trajetórias e VFX;P0;AUTO+VIS;Limites de altura por profundidade;Bolas altas perto e longe.;máxima projeção;Teto visual adaptado ao palco sem cortar o arco.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-020/;;
VFX-021;10. Trajetórias e VFX;P1;VIS;VFX de chute;Chute forte e colocado.;galeria;Efeito sinaliza contato sem esconder bola ou pé.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-021/;;
VFX-022;10. Trajetórias e VFX;P2;VIS;VFX de passe;Passe curto e longo.;galeria;Mais discreto que chute e coerente com intensidade.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-022/;;
VFX-023;10. Trajetórias e VFX;P1;VIS;VFX de desarme;Contato limpo e falta.;galeria;Diferencia impacto sem substituir animação física.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-023/;;
VFX-024;10. Trajetórias e VFX;P1;VIS;VFX de defesa;Encaixe, espalmada e soco.;galeria;Efeito acompanha ponto real de contato.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/10_Trajet_rias_e_VFX/VFX-024/;;
