lance,seed,minuto,tipo,formacoes,estilos,classificacao_automatica,sinal,status_final,sistema,funcao,causa_raiz,etapa,evidencia
49,15009,3.0,tactical_snapshot,3-4-3 x 5-3-2,press x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
50,15009,16.0,through,3-4-3 x 5-3-2,press x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
51,15009,30.0,offside,3-4-3 x 5-3-2,press x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
52,15009,47.0,tactical_snapshot,3-4-3 x 5-3-2,press x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
52,15009,47.0,tactical_snapshot,3-4-3 x 5-3-2,press x counter,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
53,15009,63.0,tactical_snapshot,3-4-3 x 5-3-2,press x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.9722 (coletor dizia invasão em 100% dos quadros)
54,15009,75.0,blocked,3-4-3 x 5-3-2,press x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
55,15010,2.0,dribble,4-3-1-2 x 4-2-4,direct x wings,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
56,15010,15.0,tactical_snapshot,4-3-1-2 x 4-2-4,direct x wings,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.244× maxSpd (reconferido no estado bruto)
56,15010,15.0,tactical_snapshot,4-3-1-2 x 4-2-4,direct x wings,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.9861 (coletor dizia invasão em 100% dos quadros)
57,15010,31.0,tactical_snapshot,4-3-1-2 x 4-2-4,direct x wings,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.292× maxSpd (reconferido no estado bruto)
57,15010,31.0,tactical_snapshot,4-3-1-2 x 4-2-4,direct x wings,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
58,15010,45.0,intercept,4-3-1-2 x 4-2-4,direct x wings,P0_SUSPEITA,teleporte,FALSO_POSITIVO,—,—,Troca de lado na virada do intervalo — deslocamento legítimo.,—,"19 saltos, todos com mudança de tempo ou em 44–47,5'"
58,15010,45.0,intercept,4-3-1-2 x 4-2-4,direct x wings,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
58,15010,45.0,intercept,4-3-1-2 x 4-2-4,direct x wings,P0_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
59,15010,60.0,offside_trap,4-3-1-2 x 4-2-4,direct x wings,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
59,15010,60.0,offside_trap,4-3-1-2 x 4-2-4,direct x wings,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
60,15010,76.0,intercept,4-3-1-2 x 4-2-4,direct x wings,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.491× maxSpd (reconferido no estado bruto)
60,15010,76.0,intercept,4-3-1-2 x 4-2-4,direct x wings,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
60,15010,76.0,intercept,4-3-1-2 x 4-2-4,direct x wings,P0_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
61,15011,0.0,bad_pass,4-3-3 x 4-4-2,direct x balanced,P0_SUSPEITA,teleporte,CONFIRMADO_P0,movimento / reinício,P.step (guarda administrativa) + reposicionamento de bola parada,"A guarda global de movimento em P.step (29-r12-transactional-core.js:89) é DESLIGADA quando `dead>0 || waiting || pendingRestart`. Durante reinícios e mudanças administrativas a posição é escrita direto, sem passar por _integrate nem pelo clamp de passo. §17 exige que a forma surja da movimentação física, nunca de teletransporte.",§32/§36 física e regras,8.1 m em 0.267 s de física (30 m/s) · Torres aos 0'
61,15011,0.0,bad_pass,4-3-3 x 4-4-2,direct x balanced,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
62,15011,16.0,through,4-3-3 x 4-4-2,direct x balanced,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
63,15011,31.0,tactical_snapshot,4-3-3 x 4-4-2,direct x balanced,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.706× maxSpd (reconferido no estado bruto)
63,15011,31.0,tactical_snapshot,4-3-3 x 4-4-2,direct x balanced,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
64,15011,47.0,tactical_snapshot,4-3-3 x 4-4-2,direct x balanced,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.397× maxSpd (reconferido no estado bruto)
64,15011,47.0,tactical_snapshot,4-3-3 x 4-4-2,direct x balanced,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
64,15011,47.0,tactical_snapshot,4-3-3 x 4-4-2,direct x balanced,P0_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
65,15011,63.0,tactical_snapshot,4-3-3 x 4-4-2,direct x balanced,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.8611 (coletor dizia invasão em 100% dos quadros)
65,15011,63.0,tactical_snapshot,4-3-3 x 4-4-2,direct x balanced,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
66,15011,75.0,tactical_snapshot,4-3-3 x 4-4-2,direct x balanced,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
66,15011,75.0,tactical_snapshot,4-3-3 x 4-4-2,direct x balanced,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
67,15012,1.0,through,4-3-3 x 4-2-3-1,counter x press,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
68,15012,15.0,run_break,4-3-3 x 4-2-3-1,counter x press,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.230× maxSpd (reconferido no estado bruto)
68,15012,15.0,run_break,4-3-3 x 4-2-3-1,counter x press,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
69,15012,31.0,through,4-3-3 x 4-2-3-1,counter x press,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.638× maxSpd (reconferido no estado bruto)
69,15012,31.0,through,4-3-3 x 4-2-3-1,counter x press,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
70,15012,47.0,tactical_snapshot,4-3-3 x 4-2-3-1,counter x press,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.9792 (coletor dizia invasão em 100% dos quadros)
70,15012,47.0,tactical_snapshot,4-3-3 x 4-2-3-1,counter x press,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
71,15012,63.0,tactical_snapshot,4-3-3 x 4-2-3-1,counter x press,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
71,15012,63.0,tactical_snapshot,4-3-3 x 4-2-3-1,counter x press,P1_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
72,15012,75.0,tactical_snapshot,4-3-3 x 4-2-3-1,counter x press,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.231× maxSpd (reconferido no estado bruto)
72,15012,75.0,tactical_snapshot,4-3-3 x 4-2-3-1,counter x press,P0_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 0.9688 (coletor dizia invasão em 100% dos quadros)
72,15012,75.0,tactical_snapshot,4-3-3 x 4-2-3-1,counter x press,P0_SUSPEITA,ameaca_sem_marcador,CONFIRMADO_P0,defesa,_defendTarget ramo _markRef (30-r13-football-observer.js:561),"Cobertura de ameaça medida em 0,618 sobre 294 partidas (limite 0,65). As cinco tentativas de parâmetro registradas no handoff não moveram a métrica (travada em 0,68–0,71): o gargalo é o CÁLCULO da posição de marcação, não o ajuste. `_defendTarget` decide 27,4% das posições defensivas pelo ramo `_markRef`.",§30 defesa coletiva,persistent_uncovered = 1.00
73,15013,0.0,looseControl,3-4-2-1 x 4-2-3-1,press x counter,P1_SUSPEITA,invasao_lateral,FALSO_POSITIVO,—,—,"Defeito de MEDIÇÃO do coletor, não do motor. A régua usa `y` absoluto igual para os dois times (script:141-142), mas os lados são espelhados por equipe — medido no estado bruto: LB do time 0 tem hy=0,110 e LB do time 1 tem hy=0,785. Todo ala de um dos times é marcado NA PRÓPRIA POSIÇÃO-BASE. Sobre os 120 lances a régua do coletor marca 48,95% das amostras (≈ um time inteiro de alas); a régua relativa à base mede 96,31% de respeito ao lado.",§26 respeito aos lados,lado respeitado neste lance = 1.0000 (coletor dizia invasão em 100% dos quadros)
74,15013,15.0,tactical_snapshot,3-4-2-1 x 4-2-3-1,press x counter,P0_SUSPEITA,velocidade,CONFIRMADO_P1,movimento,commitMovement + guarda global (29-r12:85 e :90),"A guarda de frame permite `maxSpd*dt*1.28 + 0.20` por passo. A 7 m/s e dt=1/30 isso autoriza 0,499 m/passo = 14,9 m/s = 2,14× maxSpd. O teto efetivo do motor é o dobro do atributo do jogador, então `maxSpd` não é limite de velocidade — é sugestão.",§32 física,max_speed_ratio = 1.443× maxSpd (reconferido no estado bruto)
